appid,categories
871530,Includes level editor
871550,Single-player
871550,In-App Purchases
871570,Single-player
871570,Steam Achievements
871570,Partial Controller Support
871570,Steam Cloud
871570,Remote Play on Phone
871570,Remote Play on Tablet
871580,Single-player
871580,Multi-player
871580,PvP
871580,Shared/Split Screen PvP
871580,Shared/Split Screen
871580,Full controller support
871580,Remote Play Together
871590,Single-player
871620,Single-player
871640,Single-player
871640,Steam Achievements
871670,Single-player
871670,Multi-player
871670,Co-op
871670,Shared/Split Screen Co-op
871670,Shared/Split Screen
871670,Remote Play Together
871710,Single-player
871710,Steam Achievements
871710,Steam Cloud
871710,Stats
871720,Single-player
871720,Remote Play on Phone
871720,Remote Play on Tablet
871810,Single-player
871810,Steam Achievements
871810,Full controller support
871850,Single-player
871850,Steam Achievements
871860,Single-player
871860,Multi-player
871860,PvP
871860,Online PvP
871860,Co-op
871860,Online Co-op
871860,Steam Achievements
871860,Stats
871870,Single-player
871870,Steam Achievements
871870,Partial Controller Support
870940,Single-player
870940,Multi-player
870940,PvP
870940,Shared/Split Screen PvP
870940,Co-op
870940,Online Co-op
870940,Shared/Split Screen Co-op
870940,Shared/Split Screen
870940,Steam Achievements
870940,Full controller support
870940,Steam Cloud
870940,Remote Play Together
870950,Single-player
870950,Steam Achievements
870950,Partial Controller Support
870950,Stats
870950,Steam Leaderboards
870950,Commentary available
870990,Single-player
871100,Multi-player
871100,MMO
871100,PvP
871100,Online PvP
871100,Co-op
871100,Online Co-op
871140,Single-player
871140,Steam Achievements
871140,Partial Controller Support
871140,Steam Cloud
871150,Single-player
871160,Single-player
871160,Multi-player
871160,Steam Achievements
871160,In-App Purchases
871170,ategorie
868130,Single-player
868130,Steam Achievements
868150,Multi-player
868150,PvP
868150,Shared/Split Screen PvP
868150,Co-op
868150,Shared/Split Screen Co-op
868150,Shared/Split Screen
868150,Full controller support
868150,Remote Play Together
868180,Multi-player
868180,PvP
868180,Shared/Split Screen PvP
868180,Shared/Split Screen
868180,Full controller support
868180,Remote Play Together
868190,Single-player
868190,Steam Achievements
868200,Single-player
868210,Single-player
868230,Single-player
868230,Steam Achievements
868230,Steam Cloud
868240,Single-player
868240,Steam Achievements
868260,Single-player
868260,Steam Achievements
868260,Steam Trading Cards
868260,Steam Workshop
868260,Steam Cloud
868260,Steam Leaderboards
868260,Includes level editor
868270,Multi-player
868270,PvP
868270,Online PvP
868270,Co-op
868270,Online Co-op
868270,In-App Purchases
868320,Single-player
868340,ategorie
868350,Single-player
868350,Steam Achievements
868360,Single-player
868360,Steam Achievements
868360,Steam Trading Cards
868360,Steam Workshop
868360,Steam Cloud
868360,Stats
868370,Single-player
868370,Steam Achievements
868370,Full controller support
868380,Single-player
868390,Single-player
868400,ategorie
868410,Single-player
868430,Single-player
868430,Multi-player
868430,PvP
868430,Shared/Split Screen PvP
868430,Co-op
868430,Shared/Split Screen Co-op
868430,Shared/Split Screen
868430,Full controller support
868430,Remote Play Together
868440,Single-player
868440,Partial Controller Support
868450,Single-player
868460,Single-player
867730,Single-player
867730,Steam Achievements
867750,Single-player
867760,Single-player
867760,Partial Controller Support
867770,Single-player
867770,Steam Achievements
867790,Single-player
867790,Multi-player
867790,Co-op
867790,Online Co-op
867790,Steam Achievements
867790,Partial Controller Support
867790,Steam Cloud
867790,Steam Leaderboards
867800,Single-player
867800,Steam Achievements
867850,Single-player
867850,Steam Achievements
867900,Single-player
867920,Single-player
867960,Single-player
867960,Steam Achievements
867960,Full controller support
867980,Single-player
867980,Multi-player
867980,PvP
867980,Shared/Split Screen PvP
867980,Co-op
867980,Shared/Split Screen Co-op
867980,Shared/Split Screen
867980,Steam Achievements
867980,Full controller support
867980,Steam Leaderboards
867980,Remote Play Together
868000,Single-player
868000,Partial Controller Support
868000,Stats
868000,Steam Leaderboards
868010,Single-player
868010,Partial Controller Support
868020,Single-player
868040,Single-player
868040,Multi-player
868040,PvP
868040,Shared/Split Screen PvP
868040,Co-op
868040,Shared/Split Screen Co-op
868040,Shared/Split Screen
868040,Steam Achievements
868040,Full controller support
868040,Remote Play Together
868060,Single-player
868060,Steam Achievements
868060,Partial Controller Support
868070,Single-player
864100,Single-player
864100,Steam Achievements
864100,Full controller support
864100,Captions available
864100,Remote Play on TV
864110,Single-player
864110,Steam Achievements
864110,Steam Cloud
864130,Single-player
864130,Steam Achievements
864150,Single-player
864160,Single-player
864160,Steam Achievements
864160,Full controller support
864160,Steam Cloud
864190,Single-player
864200,Single-player
864200,Steam Achievements
864200,Steam Cloud
864230,Single-player
864270,Single-player
864270,Steam Achievements
864270,Includes level editor
864300,Single-player
864300,Steam Achievements
864300,Partial Controller Support
863420,Multi-player
863420,MMO
863420,PvP
863420,Online PvP
863420,Co-op
863420,In-App Purchases
863430,Single-player
863430,Partial Controller Support
863460,Single-player
863460,Steam Achievements
863460,Steam Cloud
863470,Single-player
863490,Single-player
863490,Steam Achievements
863490,Full controller support
863490,Steam Cloud
863490,Steam Leaderboards
863560,Single-player
863570,Single-player
863570,Steam Achievements
863570,Partial Controller Support
863580,Single-player
863580,Steam Achievements
863590,Single-player
863590,Steam Achievements
863590,Steam Trading Cards
863590,Partial Controller Support
863590,Steam Cloud
863640,Single-player
863640,Steam Achievements
863660,Single-player
863670,Single-player
863690,Single-player
863690,Steam Achievements
863690,Steam Cloud
863690,Steam Leaderboards
863690,Includes level editor
863700,Single-player
863700,Multi-player
863700,PvP
863700,Online PvP
863720,Single-player
863720,Steam Achievements
863720,Full controller support
863720,Steam Cloud
863730,Multi-player
863730,PvP
863730,Online PvP
863780,Single-player
863780,Steam Achievements
863780,Steam Workshop
863780,Stats
863780,Steam Leaderboards
863780,Includes level editor
863810,Single-player
863840,Single-player
863870,Single-player
862940,Single-player
862990,Multi-player
862990,PvP
862990,Online PvP
862990,Co-op
862990,Online Co-op
862990,Steam Achievements
863120,Single-player
863120,Partial Controller Support
863150,Single-player
863170,Single-player
863190,Single-player
863190,Steam Achievements
863190,Steam Cloud
863190,Stats
863190,Steam Leaderboards
863210,Multi-player
863210,PvP
863210,Online PvP
863210,Stats
863210,Steam Leaderboards
863220,Single-player
863270,Single-player
863280,Single-player
863280,Multi-player
863280,PvP
863280,Online PvP
863280,Cross-Platform Multiplayer
859820,Single-player
859820,Steam Achievements
859820,Full controller support
859860,Single-player
859870,Single-player
859870,Steam Achievements
859870,Partial Controller Support
859870,Steam Cloud
859870,Steam Leaderboards
859900,Single-player
859900,Steam Achievements
859090,Single-player
859090,Partial Controller Support
859120,Single-player
859120,Steam Achievements
859120,Partial Controller Support
859150,Single-player
859150,Steam Achievements
859150,Full controller support
859150,Steam Trading Cards
859150,Steam Cloud
859160,Single-player
859160,Steam Achievements
859160,Full controller support
859160,Steam Cloud
859170,Multi-player
859170,PvP
859170,Online PvP
859180,Multi-player
859180,Cross-Platform Multiplayer
859180,Steam Achievements
859180,In-App Purchases
859200,Single-player
859200,Steam Achievements
859200,Partial Controller Support
859200,Stats
859220,Single-player
859280,Single-player
859340,Single-player
859340,Multi-player
859340,PvP
859340,Online PvP
859340,Co-op
859340,Online Co-op
859340,Steam Achievements
859340,Steam Cloud
859350,Single-player
859350,Multi-player
859350,Co-op
859350,Shared/Split Screen Co-op
859350,Shared/Split Screen
859350,Steam Achievements
859350,Full controller support
859350,Steam Cloud
859350,Remote Play Together
859370,Single-player
859370,Steam Achievements
859380,Single-player
859380,Steam Achievements
859420,Single-player
859420,Partial Controller Support
859440,Single-player
859440,Steam Achievements
859440,Full controller support
859440,Steam Cloud
859440,Steam Leaderboards
859460,Single-player
859510,Single-player
858630,Single-player
858630,Steam Achievements
858630,Steam Cloud
858630,Stats
858640,Single-player
858640,Multi-player
858640,PvP
858640,Shared/Split Screen PvP
858640,Co-op
858640,Shared/Split Screen Co-op
858640,Shared/Split Screen
858640,Full controller support
858640,Remote Play Together
858680,Single-player
858680,Multi-player
858680,Co-op
858680,Shared/Split Screen Co-op
858680,Shared/Split Screen
858680,Full controller support
858680,Steam Cloud
858680,Stats
858680,Remote Play on TV
858680,Remote Play Together
858700,Single-player
858700,Steam Achievements
858700,Full controller support
858710,Single-player
858710,Partial Controller Support
858710,Includes level editor
858730,Single-player
858740,Single-player
858740,Partial Controller Support
858740,Steam Cloud
858740,Steam Leaderboards
858760,Single-player
858760,Steam Achievements
858760,Steam Cloud
858770,Single-player
858770,Multi-player
858770,PvP
858770,Online PvP
858770,Cross-Platform Multiplayer
858770,Steam Achievements
858770,In-App Purchases
858780,Single-player
858780,Steam Achievements
858780,Captions available
858780,Steam Cloud
858820,Single-player
858820,Multi-player
858820,Co-op
858820,Online Co-op
858820,Full controller support
858830,Single-player
858830,Steam Achievements
858830,Partial Controller Support
858840,Single-player
858840,Steam Achievements
858860,Single-player
858860,Multi-player
858860,PvP
858860,Online PvP
858860,Cross-Platform Multiplayer
858860,Steam Achievements
858870,Single-player
858870,Steam Achievements
858870,Full controller support
858880,Single-player
858880,Steam Achievements
858880,Full controller support
858880,Steam Cloud
858900,ategorie
